connections,halfopen,Errors,time
880,130,O,2052
880,130,O,2053
880,130,O,2054
880,130,O,2055
880,130,O,2056
880,130,O,2057
880,130,O,2058
880,130,O,2059
880,130,O,2060
880,130,O,2061
880,130,O,2062
880,130,O,2063
880,130,O,2064
880,130,O,2065
880,130,O,2066
880,130,O,2067
880,130,O,2068
880,130,O,2069
880,130,O,2070
880,130,O,2071
880,130,O,2072
880,130,O,2073
880,130,O,2074
880,130,O,2075
880,130,O,2076
880,130,O,2077
880,130,O,2078
880,130,O,2079
880,130,O,2080
880,130,O,2081
880,130,O,2082
880,130,O,2083
880,130,O,2084
880,130,O,2085
880,130,O,2086
880,130,O,2087
880,130,O,2088
880,130,O,2089
880,130,O,2090
880,130,O,2091
880,130,O,2092
880,130,O,2093
880,130,O,2094
880,130,O,2095
880,130,O,2096
880,130,O,2097
880,130,O,2098
880,130,O,2099
880,130,O,2100
880,130,O,2101
880,130,O,2102
880,130,O,2103
880,130,O,2104
880,130,O,2105
880,130,O,2106
880,130,O,2107
880,130,O,2108
880,130,O,2109
880,130,O,2110
880,130,O,2111
880,130,O,2112
880,130,O,2113
880,130,O,2114
880,130,O,2115
880,130,O,2116
880,130,O,2117
880,130,O,2118
880,130,O,2119
880,130,O,2120
880,130,O,2121
880,130,O,2122
880,130,O,2123
880,130,O,2124
880,130,O,2125
880,130,O,2126
880,130,O,2127
880,130,O,2128
880,130,O,2129
880,130,O,2130
880,130,O,2131
880,130,O,2132
880,130,O,2133
880,130,O,2134
880,130,O,2135
880,130,O,2136
880,130,O,2137
880,130,O,2138
880,130,O,2139
880,130,O,2140
880,130,O,2141
880,130,O,2142
880,130,O,2143
880,130,O,2144
880,130,O,2145
880,130,O,2146
880,130,O,2147
880,130,O,2148
880,130,O,2149
880,130,O,2150
880,130,O,2151
880,130,O,2152
880,130,O,2153
880,130,O,2154
880,130,O,2155
880,130,O,2156
880,130,O,2157
880,130,SIGWINCH,2158
880,130,SIGWINCH,2159
880,130,SIGWINCH,2160
880,130,SIGWINCH,2161
880,130,SIGWINCH,2162
880,130,SIGWINCH,2163
880,130,SIGWINCH,2164
880,130,SIGWINCH,2165
880,130,SIGWINCH,2166
880,130,SIGWINCH,2167
880,130,SIGWINCH,2168
880,130,SIGWINCH,2169
880,130,O,2170
880,130,O,2171
880,130,O,2172
880,130,O,2173
880,130,O,2174
880,130,O,2175
880,130,O,2176
880,130,O,2177
880,130,O,2178
880,130,O,2179
880,130,O,2180
880,130,O,2181
880,130,O,2182
880,130,O,2183
880,130,O,2184
880,130,SIGTERM,2185
880,130,SIGTERM,2186
880,130,SIGTERM,2187
880,130,SIGTERM,2188
880,130,SIGTERM,2189
880,130,SIGTERM,2190
880,130,SIGTERM,2191
880,130,SIGTERM,2192
880,130,SIGTERM,2193
880,130,SIGTERM,2194
880,130,SIGTERM,2195
880,130,SIGTERM,2196
880,130,SIGTERM,2197
880,130,SIGTERM,2198
880,130,SIGTERM,2199
880,130,O,2200
880,130,O,2201
880,130,O,2202
880,130,O,2203
880,130,O,2204
880,130,O,2205
880,130,O,2206
880,130,O,2207
880,130,O,2208
880,130,O,2209
880,130,O,2210
880,130,O,2211
880,130,O,2212
880,130,O,2213
880,130,O,2214
880,130,O,2215
880,130,O,2216
880,130,O,2217
880,130,O,2218
880,130,O,2219
880,130,O,2220
880,130,O,2221
880,130,O,2222
880,130,O,2223
880,130,O,2224
880,130,O,2225
880,130,O,2226
880,130,O,2227
880,130,O,2228
880,130,O,2229
880,130,O,2230
880,130,O,2231
880,130,O,2232
880,130,O,2233
880,130,O,2234
880,130,O,2235
880,130,O,2236
880,130,O,2237
880,130,O,2238
880,130,O,2239
880,130,O,2240
880,130,O,2241
880,130,O,2242
880,130,O,2243
880,130,O,2244
880,130,O,2245
880,130,O,2246
880,130,O,2247
880,130,O,2248
880,130,O,2249
880,130,O,2250
880,130,O,2251
880,130,O,2252
880,130,O,2253
880,130,O,2254
880,130,O,2255
880,130,O,2256
880,130,O,2257
880,130,O,2258
880,130,O,2259
880,130,O,2260
880,130,O,2261
880,130,O,2262
880,130,O,2263
880,130,O,2264
880,130,O,2265
880,130,O,2266
880,130,O,2267
880,130,O,2268
880,130,O,2269
880,130,O,2270
880,130,O,2271
880,130,O,2272
880,130,O,2273
880,130,O,2274
880,130,O,2275
880,130,O,2276
880,130,O,2277
880,130,O,2278
880,130,O,2279
880,130,O,2280
880,130,O,2281
880,130,O,2282
880,130,O,2283
880,130,O,2284
880,130,O,2285
880,130,O,2286
880,130,O,2287
880,130,O,2288
880,130,O,2289
880,130,O,2290
880,130,O,2291
880,130,O,2292
880,130,O,2293
880,130,O,2294
880,130,O,2295
880,130,O,2296
880,130,O,2297
880,130,O,2298
880,130,O,2299
880,130,O,2300
880,130,O,2301
880,130,O,2302
880,130,O,2303
880,130,O,2304
880,130,O,2305
880,130,O,2306
880,130,O,2307
880,130,O,2308
880,130,O,2309
880,130,O,2310
880,130,O,2311
880,130,O,2312
880,130,O,2313
880,130,O,2314
880,130,O,2315
880,130,O,2316
880,130,O,2317
880,130,O,2318
880,130,O,2319
880,130,SIGWINCH,2320
880,130,SIGWINCH,2321
880,130,SIGWINCH,2322
880,130,SIGWINCH,2323
880,130,SIGWINCH,2324
880,130,SIGWINCH,2325
880,130,SIGWINCH,2326
880,130,SIGWINCH,2327
880,130,SIGWINCH,2328
880,130,SIGWINCH,2329
880,130,SIGWINCH,2330
880,130,SIGWINCH,2331
880,130,SIGWINCH,2332
880,130,SIGWINCH,2333
880,130,SIGWINCH,2334
880,130,O,2335
880,130,O,2336
880,130,O,2337
880,130,O,2338
880,130,O,2339
880,130,O,2340
880,130,O,2341
880,130,O,2342
880,130,O,2343
880,130,O,2344
880,130,O,2345
880,130,O,2346
880,130,O,2347
880,130,SIGTERM,2348
880,130,SIGTERM,2349
880,130,SIGWINCH,2350
880,130,SIGWINCH,2351
880,130,SIGWINCH,2352
880,130,SIGWINCH,2353
880,130,SIGWINCH,2354
880,130,SIGWINCH,2355
880,130,SIGWINCH,2356
880,130,SIGWINCH,2357
880,130,SIGWINCH,2358
880,130,SIGWINCH,2359
880,130,SIGWINCH,2360
880,130,SIGWINCH,2361
880,130,SIGWINCH,2362
880,130,SIGWINCH,2363
880,130,SIGWINCH,2364
880,130,SIGWINCH,2365
880,130,SIGWINCH,2366
880,130,SIGWINCH,2367
880,130,SIGWINCH,2368
880,130,SIGWINCH,2369
880,130,SIGWINCH,2370
880,130,SIGWINCH,2371
880,130,SIGWINCH,2372
880,130,SIGWINCH,2373
880,130,SIGWINCH,2374
880,130,SIGWINCH,2375
880,130,SIGWINCH,2376
880,130,SIGWINCH,2377
880,130,SIGWINCH,2378
880,130,SIGWINCH,2379
880,130,SIGWINCH,2380
880,130,SIGWINCH,2381
880,130,SIGWINCH,2382
880,130,SIGWINCH,2383
880,130,SIGWINCH,2384
880,130,SIGWINCH,2385
880,130,SIGWINCH,2386
880,130,SIGWINCH,2387
880,130,SIGWINCH,2388
880,130,SIGWINCH,2389
880,130,SIGWINCH,2390
880,130,O,2391
880,130,O,2392
880,130,O,2393
880,130,O,2394
880,130,O,2395
880,130,O,2396
880,130,O,2397
880,130,O,2398
880,130,O,2399
880,130,O,2400
880,130,O,2401
880,130,O,2402
880,130,O,2403
880,130,O,2404
880,130,O,2405
880,130,O,2406
880,130,O,2407
880,130,O,2408
880,130,O,2409
880,130,O,2410
880,130,O,2411
880,130,O,2412
880,130,O,2413
880,130,O,2414
880,130,O,2415
880,130,O,2416
880,130,O,2417
880,130,O,2418
880,130,O,2419
880,130,O,2420
880,130,O,2421
880,130,O,2422
880,130,O,2423
880,130,O,2424
880,130,O,2425
880,130,O,2426
880,130,O,2427
880,130,O,2428
880,130,O,2429
880,130,O,2430
880,130,O,2431
880,150,O,2432
880,150,O,2433
880,150,O,2434
880,150,O,2435
880,150,O,2436
880,150,O,2437
880,150,O,2438
880,150,O,2439
880,150,O,2440
880,150,O,2441
880,150,O,2442
880,150,O,2443
880,150,O,2444
880,150,O,2445
880,150,O,2446
880,150,O,2447
880,150,O,2448
880,150,O,2449
880,150,O,2450
880,150,O,2451
880,150,O,2452
880,150,O,2453
880,150,O,2454
880,150,O,2455
880,150,O,2456
880,150,O,2457
880,150,O,2458
880,150,O,2459
880,150,O,2460
880,150,O,2461
880,150,O,2462
880,150,O,2463
880,150,O,2464
880,150,O,2465
880,150,O,2466
880,150,O,2467
880,150,O,2468
880,150,O,2469
880,150,O,2470
880,150,O,2471
880,150,O,2472
880,150,O,2473
880,150,O,2474
880,150,O,2475
880,150,O,2476
880,150,O,2477
880,150,O,2478
880,150,O,2479
880,150,O,2480
880,150,O,2481
880,150,O,2482
880,150,O,2483
880,150,O,2484
880,150,O,2485
880,150,O,2486
880,150,O,2487
880,150,O,2488
880,150,O,2489
880,150,O,2490
880,150,O,2491
880,150,O,2492
880,150,O,2493
880,150,O,2494
880,150,O,2495
880,150,O,2496
880,150,O,2497
880,150,O,2498
880,150,O,2499
880,150,O,2500
880,150,O,2501
880,150,O,2502
880,150,O,2503
880,150,O,2504
880,150,O,2505
880,150,O,2506
880,150,O,2507
880,150,O,2508
880,150,O,2509
880,150,O,2510
880,150,O,2511
880,150,O,2512
880,150,O,2513
880,150,O,2514
880,150,O,2515
880,150,O,2516
880,150,O,2517
880,150,O,2518
880,150,O,2519
880,150,O,2520
880,150,O,2521
880,150,O,2522
880,150,O,2523
880,150,O,2524
880,150,O,2525
880,150,O,2526
880,150,O,2527
880,150,O,2528
880,150,O,2529
880,150,O,2530
880,150,O,2531
880,150,O,2532
880,150,O,2533
880,150,O,2534
880,150,O,2535
880,150,O,2536
880,150,O,2537
880,150,O,2538
880,150,O,2539
880,150,O,2540
880,150,O,2541
880,150,O,2542
880,150,O,2543
880,150,O,2544
880,150,O,2545
880,150,O,2546
880,150,O,2547
880,150,O,2548
880,150,O,2549
880,150,O,2550
880,150,O,2551
880,150,O,2552
880,150,O,2553
880,150,O,2554
880,150,O,2555
880,150,O,2556
880,150,O,2557
880,150,O,2558
880,150,O,2559
880,150,O,2560
880,150,O,2561
880,150,O,2562
880,150,O,2563
880,150,O,2564
880,150,O,2565
880,150,O,2566
880,150,O,2567
880,150,O,2568
880,150,O,2569
880,150,O,2570
880,150,O,2571
880,150,O,2572
880,150,O,2573
880,150,O,2574
880,150,O,2575
880,150,O,2576
880,150,O,2577
880,150,O,2578
880,150,O,2579
880,150,O,2580
880,150,O,2581
880,150,O,2582
880,150,O,2583
880,150,O,2584
880,150,O,2585
880,150,O,2586
880,150,O,2587
880,146,O,2588
880,146,O,2589
879,146,O,2590
879,146,O,2591
879,146,O,2592
878,146,O,2593
878,146,O,2594
878,146,O,2595
878,146,O,2596
878,146,O,2597
878,146,O,2598
878,146,O,2599
878,146,O,2600
878,146,O,2601
878,146,O,2602
878,146,O,2603
878,146,O,2604
878,146,O,2605
878,146,O,2606
878,146,O,2607
878,146,O,2608
878,146,O,2609
878,146,O,2610
878,146,O,2611
878,146,O,2612
878,146,O,2613
878,146,O,2614
878,146,O,2615
878,146,O,2616
878,146,O,2617
878,146,O,2618
878,146,O,2619
878,146,O,2620
878,146,O,2621
878,146,O,2622
878,146,O,2623
878,146,O,2624
878,146,O,2625
878,146,O,2626
878,146,O,2627
878,146,O,2628
878,146,O,2629
878,146,O,2630
878,146,O,2631
878,146,O,2632
878,146,O,2633
878,146,O,2634
878,146,O,2635
878,146,O,2636
878,146,O,2637
878,146,O,2638
878,146,O,2639
878,146,O,2640
878,146,O,2641
878,146,O,2642
878,146,O,2643
878,146,O,2644
878,146,O,2645
878,146,O,2646
878,146,O,2647
878,146,O,2648
878,146,O,2649
878,146,O,2650
878,146,O,2651
878,146,O,2652
878,146,O,2653
878,146,O,2654
878,146,O,2655
878,146,O,2656
878,146,O,2657
878,146,O,2658
878,146,O,2659
878,146,O,2660
878,146,O,2661
878,146,O,2662
878,146,O,2663
878,146,O,2664
878,146,O,2665
878,146,O,2666
878,146,O,2667
878,146,O,2668
878,146,O,2669
878,146,O,2670
878,146,O,2671
878,146,O,2672
878,146,O,2673
878,146,O,2674
878,146,O,2675
878,146,O,2676
878,146,O,2677
878,146,O,2678
878,146,O,2679
878,146,O,2680
878,146,O,2681
878,146,O,2682
878,146,O,2683
878,146,O,2684
878,146,O,2685
878,146,O,2686
878,146,O,2687
878,146,O,2688
878,146,O,2689
878,146,O,2690
878,146,O,2691
878,146,O,2692
878,146,O,2693
878,146,O,2694
878,146,O,2695
878,146,O,2696
878,146,O,2697
878,146,O,2698
878,146,O,2699
878,146,O,2700
878,146,O,2701
878,146,O,2702
878,146,O,2703
878,146,O,2704
878,146,O,2705
878,146,O,2706
878,146,O,2707
878,146,O,2708
878,146,O,2709
878,146,O,2710
878,146,O,2711
878,146,O,2712
878,146,O,2713
878,146,O,2714
878,146,O,2715
878,146,O,2716
878,146,O,2717
878,146,O,2718
878,146,O,2719
878,146,O,2720
878,146,O,2721
878,146,O,2722
878,146,O,2723
878,146,O,2724
878,146,O,2725
878,146,O,2726
878,146,O,2727
878,146,O,2728
878,146,O,2729
878,146,O,2730
878,146,O,2731
878,146,O,2732
878,146,O,2733
878,146,O,2734
878,146,O,2735
878,146,O,2736
878,146,O,2737
878,146,O,2738
878,146,O,2739
878,146,O,2740
878,146,O,2741
878,146,O,2742
878,146,O,2743
878,146,O,2744
878,146,O,2745
878,146,O,2746
878,146,O,2747
878,146,O,2748
878,146,O,2749
878,146,O,2750
878,146,O,2751
878,146,O,2752
878,146,O,2753
878,146,O,2754
878,146,O,2755
878,146,O,2756
878,146,O,2757
878,146,O,2758
878,146,O,2759
878,146,O,2760
878,146,O,2761
878,146,O,2762
878,146,O,2763
878,146,O,2764
878,146,O,2765
878,146,O,2766
878,146,O,2767
878,146,O,2768
878,146,O,2769
878,146,O,2770
878,146,O,2771
878,146,O,2772
878,146,O,2773
878,146,O,2774
878,146,O,2775
878,146,O,2776
878,146,O,2777
878,146,O,2778
878,146,O,2779
878,146,O,2780
878,146,O,2781
878,146,O,2782
878,146,O,2783
878,146,O,2784
878,146,O,2785
878,146,O,2786
878,146,O,2787
878,146,O,2788
878,146,O,2789
878,146,O,2790
878,146,O,2791
878,146,O,2792
878,146,O,2793
878,146,O,2794
878,146,O,2795
878,146,O,2796
878,146,O,2797
878,146,O,2798
878,146,O,2799
878,146,O,2800
878,146,O,2801
878,146,O,2802
878,146,O,2803
878,146,O,2804
878,146,O,2805
878,146,O,2806
878,146,O,2807
878,146,O,2808
878,146,O,2809
878,146,O,2810
878,146,O,2811
878,146,O,2812
878,146,O,2813
878,146,O,2814
878,146,O,2815
878,146,O,2816
878,146,O,2817
878,146,O,2818
878,146,O,2819
878,146,O,2820
878,146,O,2821
878,146,O,2822
878,146,O,2823
878,146,O,2824
878,146,O,2825
878,146,O,2826
878,146,O,2827
878,146,O,2828
878,146,O,2829
878,146,O,2830
878,146,SIGTERM,2831
878,146,SIGTERM,2832
878,146,SIGTERM,2833
878,146,SIGTERM,2834
878,146,SIGTERM,2835
878,146,SIGTERM,2836
878,146,SIGTERM,2837
878,146,SIGTERM,2838
878,146,SIGTERM,2839
878,146,SIGTERM,2840
878,146,SIGTERM,2841
878,146,SIGTERM,2842
878,146,SIGTERM,2843
878,146,SIGTERM,2844
878,146,SIGTERM,2845
878,146,SIGTERM,2846
878,146,SIGTERM,2847
878,146,SIGTERM,2848
878,146,SIGTERM,2849
878,146,SIGTERM,2850
878,146,SIGTERM,2851
878,146,O,2852
878,146,O,2853
878,146,O,2854
878,146,O,2855
878,146,O,2856
878,146,O,2857
878,146,O,2858
878,146,O,2859
878,146,O,2860
878,146,O,2861
878,146,O,2862
878,146,O,2863
878,146,O,2864
878,146,O,2865
878,146,O,2866
878,146,O,2867
878,146,O,2868
878,146,O,2869
878,146,O,2870
878,146,O,2871
878,146,O,2872
878,146,O,2873
878,146,O,2874
878,146,O,2875
878,146,O,2876
878,146,O,2877
878,146,O,2878
878,146,O,2879
878,146,O,2880
878,146,O,2881
878,146,O,2882
878,146,O,2883
878,146,O,2884
878,146,O,2885
878,146,O,2886
878,146,O,2887
878,146,O,2888
878,146,O,2889
878,146,O,2890
878,146,O,2891
878,146,O,2892
878,146,O,2893
878,146,O,2894
878,146,O,2895
878,146,O,2896
878,146,O,2897
878,146,O,2898
878,146,O,2899
878,146,O,2900
878,146,O,2901
878,146,O,2902
878,146,O,2903
878,146,O,2904
878,146,O,2905
878,146,O,2906
878,146,O,2907
878,146,O,2908
878,146,O,2909
878,146,O,2910
878,146,O,2911
878,146,O,2912
878,146,O,2913
878,134,O,2914
878,134,O,2915
878,134,O,2916
878,134,O,2917
878,134,O,2918
878,134,O,2919
878,134,O,2920
878,134,O,2921
878,134,O,2922
878,134,O,2923
878,134,O,2924
878,134,O,2925
878,134,O,2926
878,134,O,2927
878,134,O,2928
878,134,O,2929
878,134,O,2930
878,134,O,2931
878,134,O,2932
878,134,O,2933
878,134,O,2934
878,134,O,2935
878,134,O,2936
878,134,O,2937
878,134,O,2938
878,134,O,2939
878,134,O,2940
878,134,O,2941
878,134,O,2942
878,134,O,2943
878,134,O,2944
878,134,O,2945
878,134,O,2946
878,134,O,2947
878,134,O,2948
878,134,O,2949
878,134,O,2950
878,134,O,2951
878,134,O,2952
878,134,O,2953
878,134,O,2954
878,134,O,2955
878,134,O,2956
878,134,O,2957
878,134,O,2958
878,134,O,2959
878,134,O,2960
878,134,O,2961
878,134,O,2962
878,134,O,2963
878,134,O,2964
878,134,O,2965
878,134,O,2966
878,134,O,2967
878,134,O,2968
878,134,O,2969
878,134,O,2970
878,134,O,2971
878,134,O,2972
878,134,O,2973
878,134,O,2974
878,134,O,2975
878,134,O,2976
878,134,O,2977
878,134,O,2978
878,134,O,2979
878,134,O,2980
878,134,O,2981
878,134,O,2982
878,134,O,2983
878,134,SIGWINCH,2984
878,134,SIGWINCH,2985
878,134,SIGWINCH,2986
878,134,SIGWINCH,2987
878,134,SIGWINCH,2988
878,134,SIGWINCH,2989
878,134,SIGWINCH,2990
878,134,SIGWINCH,2991
878,134,SIGWINCH,2992
878,134,SIGWINCH,2993
878,134,O,2994
878,134,O,2995
878,134,O,2996
878,134,O,2997
878,134,O,2998
878,134,O,2999
